Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	mass	EQ	Fossil	Social
Carnivora	Feliformes	Herpestidae	Suricata suricatta	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	10.28	0.73	1.16	No	Stable
Carnivora	Arctoidea	Amphicyonidae	Amphicyon galushai	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	253.42	258.48	0.33	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Amphicyon ingens	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	257.94	311.82	0.29	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Amphicyon longiramus	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	270.3	162.69	0.5	Yes	N/A
Carnivora	Feliformes	Eupleridae	Cryptoprocta ferox	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	32.14	9.5	0.52	No	Solitary
Carnivora	Feliformes	Eupleridae	Fossa fossana	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	19.69	1.5	1.29	No	Facultative
Carnivora	Cynoidea	Canidae	Protomarctus optatus	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	54.78	10.33	0.83	Yes	N/A
Carnivora	Cynoidea	Canidae	Tomarctus brevirostris	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	51.3	19.39	0.48	Yes	N/A
Carnivora	Cynoidea	Canidae	Tomarctus hippophaga	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	68.05	13.96	0.82	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Pliocyon medius	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	222.22	181.2	0.38	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Leptarctus primus	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	12.79	2.62	0.55	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Plionictis parviloba	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	11.37	1.98	0.6	Yes	N/A
Carnivora	Cynoidea	Canidae	Aelurodon  asthenostylus	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	92.31	27.01	0.67	Yes	N/A
Carnivora	Cynoidea	Canidae	Aelurodon ferox	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	134.03	35.75	0.79	Yes	N/A
Carnivora	Cynoidea	Canidae	Aelurodon mcgrewi	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	62.59	28.1	0.44	Yes	N/A
Carnivora	Cynoidea	Canidae	Aelurodon taxoides	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	148.65	42.98	0.76	Yes	N/A
Carnivora	Cynoidea	Canidae	Epicyon haydeni	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	131.27	71.86	0.45	Yes	N/A
Carnivora	Cynoidea	Canidae	Epicyon saevus	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	104.11	39.3	0.57	Yes	N/A
Carnivora	Cynoidea	Canidae	Microtomarctus  conferta	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	34.93	6.71	0.73	Yes	N/A
Carnivora	Cynoidea	Canidae	Paracynarctus sinclairi	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	59.59	8.51	1.04	Yes	N/A
Carnivora	Feliformes	Hyaenidae	Herpestides antiquus	-22.4	-22.3518	0.442	1.941	-0.138	0.329	0.914	0.164	0.241	1.869	-0.182	0.233	1.208	-0.28	0.243	1.814	-0.18	0.21	1.106	0.283	0.29	1.722	4.113	0.175	1.075	-0.793	0.24	2.21	4.293	0.325	0.9	5.808	0.24	2.21	4.293	0.325	0.9	5.808	26.37	4	0.82	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Bathygale lemanensis	-22.8	-22.7983	0.469	1.973	-0.175	0.334	0.888	0.169	0.293	1.987	-0.441	0.234	1.239	0.007	0.246	1.9	-0.635	0.251	1.24	0.066	0.274	1.879	-2.971	0.206	1.262	-2.267	0.258	1.725	-5.308	0.201	1.152	-4.884	0.093	1.625	0.044	0.124	1.009	1.183	10.98	2.02	0.57	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Paragale huerzeleri	-22.8	-22.7983	0.469	1.973	-0.175	0.334	0.888	0.169	0.293	1.987	-0.441	0.234	1.239	0.007	0.246	1.9	-0.635	0.251	1.24	0.066	0.274	1.879	-2.971	0.206	1.262	-2.267	0.258	1.725	-5.308	0.201	1.152	-4.884	0.093	1.625	0.044	0.124	1.009	1.183	18.45	2.77	0.76	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Cynelos  rugosidens	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	115	24.64	0.9	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Daphoenodon superbus	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	133	88.47	0.39	Yes	N/A
Carnivora	Arctoidea	Mephitidae	Mydaus javanensis	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	19.49	2.5	0.87	No	Stable
Carnivora	Arctoidea	Mustelidae	Promartes darbyi	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	14.54	2.6	0.63	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Taxidea taxus	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	48.91	7.11	0.98	No	Solitary
Carnivora	Feliformes	Viverridae	Civettictis civetta	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	36.97	12	0.5	No	Solitary
Carnivora	Feliformes	Viverridae	Viverra megaspila	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	36.6	9.25	0.6	No	Solitary
Carnivora	Feliformes	Viverridae	Viverra tangalunga	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	24.05	8.68	0.41	No	Solitary
Carnivora	Feliformes	Viverridae	Viverra zibetha	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	36.97	9.5	0.6	No	Solitary
Carnivora	Feliformes	Viverridae	Viverricula indica	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	16.78	2.91	0.66	No	Solitary
Carnivora	Arctoidea	Mustelidae	Enhydritherium  terraenovae	-23.7	-23.6983	0.536	2.035	-0.254	0.294	0.769	0.081	0.377	1.817	0.658	0.299	0.936	0.592	0.386	2.041	2.244	0.321	1.094	1.783	0.284	2.245	1.772	0.274	1.251	0.951	0.282	2.354	-2.091	0.308	1.282	0.893	0.243	2.307	-5.104	0.287	1.306	-2.662	119.07	17.17	1.22	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Adilophontes brachykolos	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	95.33	167.08	0.17	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Zodiolestes  daimonelixensis	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	31.99	5.72	0.76	Yes	N/A
Carnivora	Cynoidea	Canidae	Desmocyon matthewi	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	38.62	6.05	0.88	Yes	N/A
Carnivora	Cynoidea	Canidae	Desmocyon thompsoni	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	36.76	5.19	0.94	Yes	N/A
Carnivora	Cynoidea	Canidae	Leptocyon gregorii	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	15.27	2.7	0.64	Yes	N/A
Carnivora	Cynoidea	Canidae	Leptocyon vafer	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	24.21	3.62	0.81	Yes	N/A
Carnivora	Arctoidea	Procyonidae	Pseudobassaris riggsi	-28	-27.99	0.253	2.579	0.023	0.287	0.883	-0.134	0.367	2.643	-0.068	0.305	0.598	0.122	0.401	2.705	-0.023	0.271	0.571	-0.115	0.36	2.671	-0.797	0.087	0.502	1.15	0.46	2.588	-4.365	0.037	0.573	-0.285	0.411	2.43	23.99	0.045	0.573	-1.508	10.4	1.76	0.6	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Pseudocyonopsis  ambiguus	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	68	65.03	0.25	Yes	N/A
Carnivora	Feliformes	Felidae	Otocolobus manul	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	34.47	3.5	1.19	Yes	N/A
Carnivora	Cynoidea	Canidae	Paraenhydrodon josephi	-30	-29.9994	0.432	2.392	0.182	0.271	1.039	-0.069	0.233	2.627	0.003	0.266	0.834	-0.586	0.298	2.65	-0.377	0.23	0.553	-0.104	0.341	2.62	-1.424	0.253	0.542	0.378	0.335	2.575	-3.076	0.297	0.553	2.165	0.452	2.506	2.054	0.341	0.654	1.874	40.04	6.93	0.82	Yes	N/A
Carnivora	Arctoidea	Ursidae	Pachycynodon tedfordi	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	39	4.89	1.04	Yes	N/A
Carnivora	Cynoidea	Canidae	Cormocyon copei	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	26.4	3	1.02	Yes	N/A
Carnivora	Cynoidea	Canidae	Sunkahetanka  geringensis	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	54.69	12.6	0.71	Yes	N/A
Carnivora	Feliformes	Nimravidae	Pogonodon platycopis	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	112.53	46.6	0.54	Yes	N/A
Carnivora	Feliformes	Aeluroidea	Stenogale julieni	-33	-32.9983	0.505	2.103	0.29	0.301	1.083	0.149	0.488	2.459	1.39	0.31	1.201	0.743	0.212	2.825	-0.103	0.185	1.39	-0.308	0.205	2.826	-1.367	0.138	1.365	0.552	0.165	2.765	-1.704	0.146	1.396	-2.511	0.136	2.716	-4.067	0.224	1.306	-8.909	10.23	2.14	0.51	Yes	N/A
Carnivora	Feliformes	Nandiniidae	Nandinia binotata	-33	-32.9983	0.505	2.103	0.29	0.301	1.083	0.149	0.488	2.459	1.39	0.31	1.201	0.743	0.212	2.825	-0.103	0.185	1.39	-0.308	0.205	2.826	-1.367	0.138	1.365	0.552	0.165	2.765	-1.704	0.146	1.396	-2.511	0.136	2.716	-4.067	0.224	1.306	-8.909	17.29	2	0.91	No	Solitary
Carnivora	Feliformes	Viverridae	Paleoprionodon  lamandini	-33	-32.9983	0.505	2.103	0.29	0.301	1.083	0.149	0.488	2.459	1.39	0.31	1.201	0.743	0.212	2.825	-0.103	0.185	1.39	-0.308	0.205	2.826	-1.367	0.138	1.365	0.552	0.165	2.765	-1.704	0.146	1.396	-2.511	0.136	2.716	-4.067	0.224	1.306	-8.909	8.92	1.97	0.47	Yes	N/A
Carnivora	Cynoidea	Canidae	Cynodesmus thooides	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	37.42	9.05	0.63	Yes	N/A
Carnivora	Cynoidea	Canidae	Enhydrocyon basilatus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	73.68	28.99	0.51	Yes	N/A
Carnivora	Cynoidea	Canidae	Enhydrocyon  pahinsintewakpa	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	54.12	18.71	0.52	Yes	N/A
Carnivora	Cynoidea	Canidae	Enhydrocyon  stenocephalus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	69.11	20.74	0.61	Yes	N/A
Carnivora	Cynoidea	Canidae	Phlaocyon leucosteus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	18.97	2.81	0.77	Yes	N/A
Carnivora	Cynoidea	Canidae	Phlaocyon multicuspus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	23.86	6.43	0.52	Yes	N/A
Carnivora	Cynoidea	Canidae	Rhizocyon oregonensis	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	17.27	1.69	1.03	Yes	N/A
Carnivora	Feliformes	Nimravidae	Nimravus brachyops	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	96.1	36.53	0.56	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Paradaphoenus cuspigerus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	21.52	2.84	0.87	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Plesictis palustris	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	8.04	0.67	0.97	Yes	N/A
Carnivora	Arctoidea	Ursidae	Amphicticeps  shackelfordi	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	15.11	2.14	0.76	Yes	N/A
Carnivora	Arctoidea	Ursidae	Cephalogale ursinus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	184.11	26.17	1.37	Yes	N/A
Carnivora	Cynoidea	Canidae	Mesocyon brachyops	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	39.35	7.29	0.77	Yes	N/A
