Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	Fossil
Carnivora	Arctoidea	Amphicyonidae	Cynelos  rugosidens	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	115	Yes
Carnivora	Arctoidea	Amphicyonidae	Daphoenodon superbus	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	133	Yes
Carnivora	Arctoidea	Mephitidae	Mydaus javanensis	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	19.49	No
Carnivora	Arctoidea	Mustelidae	Promartes darbyi	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	14.54	Yes
Carnivora	Arctoidea	Mustelidae	Taxidea taxus	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	48.91	No
Carnivora	Feliformes	Viverridae	Civettictis civetta	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	36.97	No
Carnivora	Feliformes	Viverridae	Viverra megaspila	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	36.6	No
Carnivora	Feliformes	Viverridae	Viverra tangalunga	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	24.05	No
Carnivora	Feliformes	Viverridae	Viverra zibetha	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	36.97	No
Carnivora	Feliformes	Viverridae	Viverricula indica	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	16.78	No
Carnivora	Arctoidea	Mustelidae	Enhydritherium  terraenovae	-23.7	-23.6983	0.536	2.035	-0.254	0.294	0.769	0.081	0.377	1.817	0.658	0.299	0.936	0.592	0.386	2.041	2.244	0.321	1.094	1.783	0.284	2.245	1.772	0.274	1.251	0.951	0.282	2.354	-2.091	0.308	1.282	0.893	0.243	2.307	-5.104	0.287	1.306	-2.662	119.07	Yes
Carnivora	Arctoidea	Amphicyonidae	Adilophontes brachykolos	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	95.33	Yes
Carnivora	Arctoidea	Mustelidae	Zodiolestes  daimonelixensis	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	31.99	Yes
Carnivora	Cynoidea	Canidae	Desmocyon matthewi	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	38.62	Yes
Carnivora	Cynoidea	Canidae	Desmocyon thompsoni	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	36.76	Yes
Carnivora	Cynoidea	Canidae	Leptocyon gregorii	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	15.27	Yes
Carnivora	Cynoidea	Canidae	Leptocyon vafer	-24.8	-24.7972	0.561	2.24	-0.258	0.253	0.654	0.037	0.394	1.794	-0.844	0.234	0.66	-0.162	0.224	1.588	-0.291	0.194	0.646	-0.156	0.233	1.552	-0.766	0.19	0.621	-1.272	0.212	1.522	-0.446	0.181	0.58	-0.512	0.238	1.492	9.49	0.183	0.515	7.252	24.21	Yes
Carnivora	Arctoidea	Procyonidae	Pseudobassaris riggsi	-28	-27.99	0.253	2.579	0.023	0.287	0.883	-0.134	0.367	2.643	-0.068	0.305	0.598	0.122	0.401	2.705	-0.023	0.271	0.571	-0.115	0.36	2.671	-0.797	0.087	0.502	1.15	0.46	2.588	-4.365	0.037	0.573	-0.285	0.411	2.43	23.99	0.045	0.573	-1.508	10.4	Yes
Carnivora	Arctoidea	Amphicyonidae	Pseudocyonopsis  ambiguus	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	68	Yes
Carnivora	Feliformes	Felidae	Otocolobus manul	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	34.47	Yes
Carnivora	Cynoidea	Canidae	Paraenhydrodon josephi	-30	-29.9994	0.432	2.392	0.182	0.271	1.039	-0.069	0.233	2.627	0.003	0.266	0.834	-0.586	0.298	2.65	-0.377	0.23	0.553	-0.104	0.341	2.62	-1.424	0.253	0.542	0.378	0.335	2.575	-3.076	0.297	0.553	2.165	0.452	2.506	2.054	0.341	0.654	1.874	40.04	Yes
Carnivora	Arctoidea	Ursidae	Pachycynodon tedfordi	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	39	Yes
Carnivora	Cynoidea	Canidae	Cormocyon copei	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	26.4	Yes
Carnivora	Cynoidea	Canidae	Sunkahetanka  geringensis	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	54.69	Yes
Carnivora	Feliformes	Nimravidae	Pogonodon platycopis	-30.8	-30.797	0.45	2.338	0.225	0.254	1.067	-0.023	0.199	2.532	0.12	0.181	0.966	0.047	0.21	2.569	0.598	0.17	0.985	-0.075	0.246	2.649	0.739	0.172	0.96	0.696	0.28	2.632	4.187	0.144	0.971	-0.191	0.089	2.693	4.444	0.038	0.968	-2.053	112.53	Yes
Carnivora	Feliformes	Aeluroidea	Stenogale julieni	-33	-32.9983	0.505	2.103	0.29	0.301	1.083	0.149	0.488	2.459	1.39	0.31	1.201	0.743	0.212	2.825	-0.103	0.185	1.39	-0.308	0.205	2.826	-1.367	0.138	1.365	0.552	0.165	2.765	-1.704	0.146	1.396	-2.511	0.136	2.716	-4.067	0.224	1.306	-8.909	10.23	Yes
Carnivora	Feliformes	Nandiniidae	Nandinia binotata	-33	-32.9983	0.505	2.103	0.29	0.301	1.083	0.149	0.488	2.459	1.39	0.31	1.201	0.743	0.212	2.825	-0.103	0.185	1.39	-0.308	0.205	2.826	-1.367	0.138	1.365	0.552	0.165	2.765	-1.704	0.146	1.396	-2.511	0.136	2.716	-4.067	0.224	1.306	-8.909	17.29	No
Carnivora	Feliformes	Viverridae	Paleoprionodon  lamandini	-33	-32.9983	0.505	2.103	0.29	0.301	1.083	0.149	0.488	2.459	1.39	0.31	1.201	0.743	0.212	2.825	-0.103	0.185	1.39	-0.308	0.205	2.826	-1.367	0.138	1.365	0.552	0.165	2.765	-1.704	0.146	1.396	-2.511	0.136	2.716	-4.067	0.224	1.306	-8.909	8.92	Yes
Carnivora	Cynoidea	Canidae	Cynodesmus thooides	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	37.42	Yes
Carnivora	Cynoidea	Canidae	Enhydrocyon basilatus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	73.68	Yes
Carnivora	Cynoidea	Canidae	Enhydrocyon  pahinsintewakpa	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	54.12	Yes
Carnivora	Cynoidea	Canidae	Enhydrocyon  stenocephalus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	69.11	Yes
Carnivora	Cynoidea	Canidae	Phlaocyon leucosteus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	18.97	Yes
Carnivora	Cynoidea	Canidae	Phlaocyon multicuspus	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	23.86	Yes
Carnivora	Cynoidea	Canidae	Rhizocyon oregonensis	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	17.27	Yes
Carnivora	Feliformes	Nimravidae	Nimravus brachyops	-33.3	-33.297	0.437	1.97	0.194	0.305	1.028	0.126	0.491	2.186	1.364	0.311	1.096	0.69	0.376	2.626	2.177	0.258	1.337	1.36	0.242	2.84	-0.496	0.21	1.488	-0.113	0.276	2.804	-1.347	0.244	1.493	-2.769	0.423	2.698	16.605	0.241	1.346	10.323	96.1	Yes
Carnivora	Arctoidea	Amphicyonidae	Paradaphoenus cuspigerus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	21.52	Yes
Carnivora	Arctoidea	Mustelidae	Plesictis palustris	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	8.04	Yes
Carnivora	Arctoidea	Ursidae	Amphicticeps  shackelfordi	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	15.11	Yes
Carnivora	Arctoidea	Ursidae	Cephalogale ursinus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	184.11	Yes
Carnivora	Cynoidea	Canidae	Mesocyon brachyops	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	39.35	Yes
Carnivora	Cynoidea	Canidae	Mesocyon  coryphaeus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	48.17	Yes
Carnivora	Cynoidea	Canidae	Osbornodon fricki	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	101.22	Yes
Carnivora	Cynoidea	Canidae	Osbornodon iamonensis	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	63.36	Yes
Carnivora	Cynoidea	Canidae	Otarocyon cooki	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	11.04	Yes
Carnivora	Cynoidea	Canidae	Otarocyon macdonaldi	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	7.87	Yes
Carnivora	Feliformes	Nimravidae	Eusmilus bidentatus	-37.2	-37.1961	0.29	1.304	0.147	0.315	0.847	-0.053	0.148	1.565	0.017	0.27	0.693	0.237	0.155	1.602	-1.231	0.265	0.733	-1.692	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	42	Yes
Carnivora	Feliformes	Nimravidae	Dinictis cyclops	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	63.49	Yes
Carnivora	Feliformes	Nimravidae	Dinictis felina	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	70.44	Yes
Carnivora	Feliformes	Nimravidae	Hoplophoneus  occidentalis	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	150.3	Yes
Carnivora	Feliformes	Nimravidae	Hoplophoneus primaevus	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	62.71	Yes
Carnivora	Feliformes	Nimravidae	Hoplophoneus primaevus I	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	65	Yes
Carnivora	Feliformes	Nimravidae	Hoplophoneus primaevus II	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	50	Yes
z	Feliformes	Nimravidae	Hoplophoneus sicarius	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	99.83	Yes
Carnivora	Feliformes	Prionodontidae	Prionodon linsang	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	8.5	No
Carnivora	Feliformes	Prionodontidae	Prionodon pardicolor	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	9.03	No
Carnivora	Arctoidea	Amphicyonidae	Daphoenus hartshornianus	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	49.64	Yes
Carnivora	Arctoidea	Amphicyonidae	Daphoenus vetus	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	63.38	Yes
Carnivora	Cynoidea	Canidae	Hesperocyon  gregarious	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	14.88	Yes
Carnivora	Arctoidea	Amphicyonidae	Miacis cognitus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	11.98	Yes
Cetacea	Odontoceti	Iniidae	Inia geoffrensis	0	0	0.494	3.511	0.265	0.495	0.009	0.073	0.477	4.059	0.131	0.458	0.043	0.296	0.518	4.075	0.385	0.44	0.108	0.513	1.241	4.204	2.055	1.969	0.304	6.206	0.637	4.145	0.375	0.413	0.269	-1.252	0.905	4.161	-40.368	0.367	0.231	5.442	627.8	No
Cetacea	Odontoceti	Lipotidae	Lipotes vexillifer	0	0	0.494	3.511	0.265	0.495	0.009	0.073	0.477	4.059	0.131	0.458	0.043	0.296	0.518	4.075	0.385	0.44	0.108	0.513	1.241	4.204	2.055	1.969	0.304	6.206	0.637	4.145	0.375	0.413	0.269	-1.252	0.905	4.161	-40.368	0.367	0.231	5.442	510	No
Cetacea	Odontoceti	Delphinidae	Globicephala  baereckeii	-0.66	-0.66	0.443	3.362	0.25	0.527	0.017	0.034	0.371	3.894	0.285	0.549	0.183	-0.658	0.36	4	0.661	0.501	-0.022	-0.874	0.369	4.042	1.547	0.437	-0.078	0.508	0.367	4.116	-2.523	0.475	-0.061	2.826	0.419	4.002	26.699	0.543	0.059	-22.367	4165.9	No
Cetacea	Odontoceti	Delphinidae	Globicephala  melaena	-0.66	-0.66	0.443	3.362	0.25	0.527	0.017	0.034	0.371	3.894	0.285	0.549	0.183	-0.658	0.36	4	0.661	0.501	-0.022	-0.874	0.369	4.042	1.547	0.437	-0.078	0.508	0.367	4.116	-2.523	0.475	-0.061	2.826	0.419	4.002	26.699	0.543	0.059	-22.367	2861.7	No
Cetacea	Odontoceti	Delphinidae	Delphinus delphis	-1.31	-1.3091	0.393	3.264	0.203	0.541	0.018	0.015	0.294	3.718	0.222	0.588	0.117	0.636	0.335	3.823	-0.333	0.562	0.392	-0.379	0.371	3.778	-0.34	0.519	0.315	1.256	0.338	3.758	2.863	0.558	0.411	-1.448	0.246	3.872	0.211	0.545	0.295	7.287	814.3	No
Cetacea	Odontoceti	Delphinidae	Tursiops truncatus	-1.59	-1.5895	0.378	3.231	0.194	0.546	0.023	-0.023	0.285	3.67	0.174	0.58	0.047	0.372	0.265	3.715	0.357	0.592	0.18	1.45	0.278	3.759	0.474	0.605	0.361	3.25	0.286	3.8	-3.013	0.597	0.582	1.572	0.199	3.673	-3.49	0.542	0.636	-2.482	1759.2	No
Cetacea	Odontoceti	Delphinidae	Lagenorhynchus  obliquidens	-1.92	-1.92	0.359	3.186	0.181	0.547	0.026	-0.065	0.295	3.587	0.314	0.542	0.005	-0.091	0.266	3.666	0.296	0.554	-0.034	0.47	0.269	3.696	-0.469	0.567	0.004	1.414	0.235	3.66	1.565	0.559	0.093	-1.772	0.242	3.714	-0.625	0.519	0.061	3.693	1045	No
Cetacea	Odontoceti	Delphinidae	Lagenorhynchus obscurus	-1.92	-1.92	0.359	3.186	0.181	0.547	0.026	-0.065	0.295	3.587	0.314	0.542	0.005	-0.091	0.266	3.666	0.296	0.554	-0.034	0.47	0.269	3.696	-0.469	0.567	0.004	1.414	0.235	3.66	1.565	0.559	0.093	-1.772	0.242	3.714	-0.625	0.519	0.061	3.693	886.1	No
